settlement_id,settlement_name,ward_code,ward_name,lga_name,gps_visit_status,gps_confidence_status,etally_report_status,etally_row_count,reported_doses_all_linked,reported_doses_plausible_only,dose_quality_flag,reconciliation_class,discrepancy_flag,explanatory_notes,created_at
S01242,Olratu,W016,Uzritu,Gwarin,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S01243,Okyoja,W016,Uzritu,Gwarin,unvisited,review,reported,1,44.0,44.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01244,Wajifa,W016,Uzritu,Gwarin,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S01245,Nuwashi,W016,Uzritu,Gwarin,visited,high,reported,1,67.0,67.0,False,GPS visited / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01246,Doluta,W016,Uzritu,Gwarin,unvisited,review,reported,1,10.0,10.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01247,Fazaru,W016,Uzritu,Gwarin,unvisited,review,reported,1,9.0,9.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01248,Dalawa,W016,Uzritu,Gwarin,ambiguous,ambiguous,reported,1,25.0,25.0,False,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01249,Olbena,W016,Uzritu,Gwarin,ambiguous,ambiguous,reported,1,57.0,57.0,False,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01250,Wadena-Arewa,W016,Uzritu,Gwarin,unvisited,review,reported,1,183.0,183.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01251,Lotsimi,W016,Uzritu,Gwarin,unvisited,review,reported,1,42.0,42.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01252,Dongori,W016,Uzritu,Gwarin,unvisited,review,reported,1,21.0,21.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01253,Habaja,W016,Uzritu,Gwarin,unvisited,review,reported,1,108.0,0.0,True,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01254,Okkoma,W016,Uzritu,Gwarin,unvisited,review,reported,1,18.0,18.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01255,Bakoko-Gabas,W016,Uzritu,Gwarin,ambiguous,ambiguous,reported,1,117.0,117.0,False,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01256,Ibngoni,W016,Uzritu,Gwarin,unvisited,review,reported,1,103.0,103.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01257,Suriyi,W016,Uzritu,Gwarin,unvisited,review,reported,1,28.0,28.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01258,Gutide,W016,Uzritu,Gwarin,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S01259,Subeja,W016,Uzritu,Gwarin,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S01260,Hajishi,W016,Uzritu,Gwarin,unvisited,review,reported,1,29.0,29.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01261,Talufa,W016,Uzritu,Gwarin,unvisited,review,reported,1,39.0,39.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01262,Tangoshi,W016,Uzritu,Gwarin,unvisited,review,reported,1,71.0,71.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01263,Nuriri,W016,Uzritu,Gwarin,visited,high,reported,1,53.0,53.0,False,GPS visited / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01264,Aglana,W016,Uzritu,Gwarin,unvisited,review,reported,1,20.0,20.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01265,Kawade,W016,Uzritu,Gwarin,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S01266,Ribata,W016,Uzritu,Gwarin,unvisited,review,reported,1,30.0,30.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01267,Biwako-Sabo,W016,Uzritu,Gwarin,unvisited,review,reported,1,26.0,26.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01268,Bakori,W016,Uzritu,Gwarin,unvisited,review,reported,1,38.0,38.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01269,Umtiyi,W016,Uzritu,Gwarin,ambiguous,ambiguous,reported,1,32.0,32.0,False,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01270,Lotsiko,W016,Uzritu,Gwarin,visited,high,reported,1,11.0,11.0,False,GPS visited / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01271,Nulude,W016,Uzritu,Gwarin,unvisited,review,reported,1,26.0,26.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01272,Gushawa,W016,Uzritu,Gwarin,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S01273,Riyota,W016,Uzritu,Gwarin,unvisited,review,reported,1,16.0,16.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01274,Ibtsiri,W016,Uzritu,Gwarin,ambiguous,ambiguous,reported,1,31.0,31.0,False,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01275,Damawa,W016,Uzritu,Gwarin,unvisited,review,reported,1,31.0,31.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01276,Nujija,W016,Uzritu,Gwarin,visited,high,reported,1,20.0,20.0,False,GPS visited / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01277,Yemasa-Gabas,W016,Uzritu,Gwarin,unvisited,review,reported,1,23.0,23.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01278,Agrimi,W017,Bazasa,Katsuma,ambiguous,ambiguous,reported,1,23.0,23.0,False,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01279,Yebeba-Tudun,W017,Bazasa,Katsuma,visited,high,reported,1,16.0,16.0,False,GPS visited / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01280,Uztide,W017,Bazasa,Katsuma,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S01281,Gudeba,W017,Bazasa,Katsuma,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S01282,Hanatu,W017,Bazasa,Katsuma,ambiguous,ambiguous,reported,1,20.0,20.0,False,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01283,Habeba-Tudun,W017,Bazasa,Katsuma,ambiguous,ambiguous,reported,1,43.0,43.0,False,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01284,Yeyotu,W017,Bazasa,Katsuma,unvisited,review,reported,1,11.0,11.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01285,Adduna,W017,Bazasa,Katsuma,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S01286,Saluba,W017,Bazasa,Katsuma,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S01287,Dotsile,W017,Bazasa,Katsuma,unvisited,review,reported,1,8.0,8.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01288,Lotiru-Tsakiya,W017,Bazasa,Katsuma,ambiguous,ambiguous,reported,1,122.0,122.0,False,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01289,Umdudu-Sabo,W017,Bazasa,Katsuma,unvisited,review,reported,1,9.0,9.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01290,Fariwo-Gabas,W017,Bazasa,Katsuma,ambiguous,ambiguous,reported,1,9.0,9.0,False,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01291,Umjima-Arewa,W017,Bazasa,Katsuma,unvisited,review,reported,1,28.0,28.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01292,Irduma-Gabas,W017,Bazasa,Katsuma,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S01293,Zawama,W017,Bazasa,Katsuma,unvisited,review,reported,1,15.0,15.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01294,Habayi,W017,Bazasa,Katsuma,unvisited,review,reported,1,138.0,138.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01295,Maberu,W017,Bazasa,Katsuma,visited,high,reported,1,27.0,27.0,False,GPS visited / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01296,Sariwa,W017,Bazasa,Katsuma,unvisited,review,reported,1,62.0,62.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01297,Uztsisa-Kudu,W017,Bazasa,Katsuma,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S01298,Wasadu,W017,Bazasa,Katsuma,unvisited,review,reported,1,6.0,6.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01299,Doshasa,W017,Bazasa,Katsuma,unvisited,review,reported,1,66.0,66.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01300,Lokofa-Yamma,W017,Bazasa,Katsuma,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S01301,Walade,W017,Bazasa,Katsuma,unvisited,review,reported,1,49.0,49.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01302,Lojiwa,W017,Bazasa,Katsuma,ambiguous,ambiguous,reported,1,36.0,36.0,False,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01303,Kutiko,W017,Bazasa,Katsuma,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S01304,Mamasa,W017,Bazasa,Katsuma,ambiguous,ambiguous,reported,1,55.0,55.0,False,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01305,Wangori,W017,Bazasa,Katsuma,visited,high,reported,1,4.0,4.0,False,GPS visited / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01306,Hatsima-Tudun,W017,Bazasa,Katsuma,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S01307,Lotina-Tudun,W017,Bazasa,Katsuma,unvisited,review,reported,1,35.0,35.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01308,Olsani,W017, Bazasa ,Katsuma,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S01309,Zakona,W017,BAZASA,Katsuma,visited,high,reported,1,97.0,97.0,False,GPS visited / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01310,Hasani-Kofar,W017,Bazasa,Katsuma,unvisited,review,reported,1,14.0,14.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01311,Makoni,W017,Bazasa,Katsuma,unvisited,review,reported,1,59.0,59.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01312,Sakoja-Arewa,W017,Bazasa,Katsuma,ambiguous,ambiguous,reported,1,76.0,0.0,True,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01313,Kangode,W017,Bazasa,Katsuma,unvisited,review,reported,1,134.0,134.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01314,Yedeyi,W017,Bazasa,Katsuma,unvisited,review,reported,1,96.0,96.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01315,Uzrama-Arewa,W017,Bazasa,Katsuma,unvisited,review,reported,1,36.0,36.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01316,Saluna,W017,Bazasa,Katsuma,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S01317,Umrafa,W017,Bazasa,Katsuma,unvisited,review,reported,1,288.0,0.0,True,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01318,Irmami,W017,Bazasa,Katsuma,ambiguous,ambiguous,reported,1,14.0,14.0,False,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01319,Kajiba,W017,Bazasa,Katsuma,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S01320,Adberi,W017,Bazasa,Katsuma,ambiguous,ambiguous,reported,1,69.0,69.0,False,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01321,Agkoja,W017,Bazasa,Katsuma,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S01322,Umluri,W018,Adwana,Gwarin,unvisited,review,reported,1,9.0,9.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01323,Majita,W018,Adwana,Gwarin,ambiguous,ambiguous,reported,1,60.0,60.0,False,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01324,Adwade,W018,Adwana,Gwarin,unvisited,review,reported,1,10.0,10.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01325,Fadeba,W018,ADWANA,Gwarin,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S01326,Biduru,W018,Adwana,Gwarin,visited,high,reported,1,28.0,28.0,False,GPS visited / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01327,Faluna,W018,Adwana,Gwarin,unvisited,review,reported,1,110.0,110.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01328,Ummale,W018,Adwana,Gwarin,unvisited,review,reported,1,18.0,18.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01329,Enluri,W018,Adwana,Gwarin,unvisited,review,reported,1,10.0,10.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01330,Daduna,W018,Adwana,Gwarin,unvisited,review,reported,1,16.0,16.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01331,Zawaru,W018,Adwana,Gwarin,unvisited,review,reported,1,34.0,34.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01332,Kubema,W018,Adwana,Gwarin,ambiguous,ambiguous,reported,1,11.0,11.0,False,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01333,Nudude,W018,Adwana,Gwarin,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S01334,Tariba,W018,Adwana,Gwarin,ambiguous,ambiguous,reported,1,21.0,0.0,True,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01335,Jiritu,W018,Adwana,Gwarin,ambiguous,ambiguous,reported,1,9.0,9.0,False,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01336,Jikotu-Kudu,W018,Adwana,Gwarin,unvisited,review,reported,1,16.0,16.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01337,Iryoru,W018,Adwana,Gwarin,visited,high,reported,1,58.0,58.0,False,GPS visited / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01338,Bangofa-Kudu,W018,Adwana,Gwarin,unvisited,review,reported,1,47.0,47.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01339,Kuwawo,W018,Adwana,Gwarin,unvisited,review,reported,1,17.0,17.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01340,Biwadu-Gabas,W018,Adwana,Gwarin,unvisited,review,reported,1,56.0,56.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01341,Gungode,W018,Adwana,Gwarin,unvisited,review,reported,1,9.0,9.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01342,Yebafa,W018,Adwana,Gwarin,ambiguous,ambiguous,reported,1,34.0,34.0,False,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01343,Enyoko,W018,Adwana,Gwarin,unvisited,review,reported,1,86.0,0.0,True,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01344,Ibnani-Kudu,W018,Adwana,Gwarin,ambiguous,ambiguous,reported,1,16.0,16.0,False,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01345,Nuwawa,W018,Adwana,Gwarin,ambiguous,ambiguous,reported,1,14.0,14.0,False,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01346,Lowama-Gabas,W018,ADWANA,Gwarin,unvisited,review,reported,1,35.0,35.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01347,Ennadu,W018,Adwana,Gwarin,unvisited,review,reported,1,36.0,36.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01348,Ibbeja,W018,Adwana,Gwarin,unvisited,review,reported,1,30.0,30.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01349,Irnata-Yamma,W018,Adwana,Gwarin,unvisited,review,reported,1,11.0,11.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01350,Enwatu,W018,Adwana,Gwarin,unvisited,review,reported,1,14.0,14.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01351,Tatsiru,W018,Adwana,Gwarin,visited,high,reported,1,8.0,8.0,False,GPS visited / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01352,Kangoko,W018,Adwana,Gwarin,unvisited,review,reported,1,51.0,51.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01353,Gungofa,W018,Adwana,Gwarin,ambiguous,ambiguous,reported,1,70.0,70.0,False,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01354,Bidefa,W018,Adwana,Gwarin,unvisited,review,reported,1,22.0,22.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01355,Zanawa,W018,Adwana,Gwarin,unvisited,review,reported,1,20.0,20.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01356,Risawa-Gabas,W018,Adwana,Gwarin,unvisited,review,reported,1,27.0,27.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01357,Olmafa-Tsakiya,W018,Adwana,Gwarin,unvisited,review,reported,1,7.0,7.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01358,Jidusa,W018,Adwana,Gwarin,unvisited,review,reported,1,13.0,13.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01359,Nuyotu-Gabas,W018,Adwana,Gwarin,unvisited,review,reported,1,16.0,16.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01360,Kukota-Yamma,W018,Adwana,Gwarin,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S01361,Agludu,W018,Adwana,Gwarin,unvisited,review,reported,1,29.0,29.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01362,Irkowo,W018, Adwana ,Gwarin,ambiguous,ambiguous,reported,1,31.0,31.0,False,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01363,Bitina,W018,Adwana,Gwarin,unvisited,review,reported,1,106.0,106.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01364,Bitija,W018,Adwana,Gwarin,unvisited,review,reported,1,16.0,16.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01365,Nubeshi,W018,Adwana,Gwarin,unvisited,review,reported,1,2.0,2.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01366,Mangona,W018,Adwana,Gwarin,unvisited,review,reported,1,15.0,15.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01367,Doluko,W018,Adwana,Gwarin,unvisited,review,reported,1,41.0,41.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01368,Wajitu-Arewa,W018,Adwana,Gwarin,ambiguous,ambiguous,reported,1,36.0,36.0,False,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01369,Umriba,W018,Adwana,Gwarin,visited,high,reported,1,53.0,53.0,False,GPS visited / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01370,Marawo,W018,Adwana,Gwarin,unvisited,review,reported,1,18.0,18.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01371,Umriko-Kofar,W019,Umzaba-Kofar,Ilela,unvisited,review,reported,1,29.0,29.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01372,Haduta,W019,Umzaba-Kofar,Ilela,unvisited,review,reported,1,5.0,5.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01373,Nuyoru,W019,Umzaba-Kofar,Ilela,unvisited,review,reported,1,25.0,25.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01374,Bazaru,W019,Umzaba-Kofar,Ilela,unvisited,review,reported,1,36.0,36.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01375,Lotifa-Sabo,W019,Umzaba-Kofar,Ilela,unvisited,review,reported,1,17.0,17.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01376,Yewaba,W019,Umzaba-Kofar,Ilela,unvisited,review,reported,1,22.0,22.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01377,Adrishi,W019,UMZABA-KOFAR,Ilela,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S01378,Dazasa,W019,Umzaba-Kofar,Ilela,unvisited,review,reported,1,8.0,8.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01379,Oldena,W019,Umzaba-Kofar,Ilela,unvisited,review,reported,1,40.0,40.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01380,Dalade,W019,Umzaba-Kofar,Ilela,unvisited,review,reported,1,155.0,155.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01381,Endeta,W019,Umzaba-Kofar,Ilela,unvisited,review,reported,1,7.0,7.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01382,Kazayi-Kudu,W019,Umzaba-Kofar,Ilela,ambiguous,ambiguous,reported,1,52.0,52.0,False,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01383,Bikotu,W019,Umzaba-Kofar,Ilela,unvisited,review,reported,1,138.0,138.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01384,Bidudu,W019,Umzaba-Kofar,Ilela,unvisited,review,reported,1,82.0,82.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01385,Hajiru,W019,Umzaba-Kofar,Ilela,unvisited,review,reported,1,34.0,34.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01386,Ektsija,W019,Umzaba-Kofar,Ilela,ambiguous,ambiguous,reported,1,30.0,30.0,False,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01387,Ritsima,W019,Umzaba-Kofar,Ilela,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S01388,Yetsita,W019,Umzaba-Kofar,Ilela,unvisited,review,reported,1,23.0,0.0,True,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01389,Doradu,W019,Umzaba-Kofar,Ilela,unvisited,review,reported,1,17.0,17.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01390,Ibbewo,W019,Umzaba-Kofar,Ilela,unvisited,review,reported,1,90.0,90.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01391,Kuyoja-Tudun,W019,Umzaba-Kofar,Ilela,unvisited,review,reported,1,10.0,10.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01392,Uzjima,W019,Umzaba-Kofar,Ilela,ambiguous,ambiguous,reported,1,54.0,54.0,False,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01393,Eksawa,W019,Umzaba-Kofar,Ilela,unvisited,review,reported,1,9.0,9.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01394,Waduwo,W019,Umzaba-Kofar,Ilela,unvisited,review,reported,1,14.0,14.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01395,Tangodu-Gabas,W019,Umzaba-Kofar,Ilela,unvisited,review,reported,1,4.0,4.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01396,Bayowa-Kudu,W019,Umzaba-Kofar,Ilela,unvisited,review,reported,1,32.0,32.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01397,Doderu,W019,Umzaba-Kofar,Ilela,ambiguous,ambiguous,reported,1,38.0,38.0,False,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S01398,Irbetu-Tsakiya,W019,Umzaba-Kofar,Ilela,unvisited,review,reported,1,36.0,36.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S01399,Umshashi,W019,Umzaba-Kofar,Ilela,unvisited,review,reported,1,10.0,10.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
