settlement_id,gps_visit_status,missed_indicator,x_32632,y_32632,analysis_scenario,weights_specification,neighbour_count,local_moran_i,quadrant,raw_permutation_p_value,fdr_adjusted_p_value,raw_significant,fdr_adjusted_significant,spatial_lag,local_cluster_raw,local_cluster_fdr
S00654,unvisited,1,324076.2745398249,1255186.517054544,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,21,0.046369560493014085,1,0.726,0.8827626339969371,False,False,0.9523809523809528,Not significant,Not significant
S00655,visited,0,321043.8142140856,1242218.3220510506,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,69,0.6129079637304173,3,0.009,0.301943661971831,True,False,0.855072463768115,Low-Low visited cluster,Not significant
S00656,unvisited,1,323496.2442452094,1236620.6127126638,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,81,-0.07759485375430292,4,0.088,0.47220264317180616,False,False,0.8395061728395077,Not significant,Not significant
S00657,unvisited,1,321250.0972335434,1243257.3105929147,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,68,-0.06283989819821154,4,0.211,0.502602,False,False,0.852941176470587,Not significant,Not significant
S00658,unvisited,1,324044.9834070348,1241578.18849036,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,79,-0.06815531667257489,4,0.127,0.47220264317180616,False,False,0.848101265822784,Not significant,Not significant
S00660,unvisited,1,303998.73325475585,1209530.8529364343,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,68,0.017913574777694757,1,0.569,0.7771548165137614,False,False,0.9264705882352926,Not significant,Not significant
S00661,visited,0,306028.56617780915,1209190.9690243583,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,69,-0.35458492533906827,2,0.033,0.47220264317180616,True,False,0.9420289855072451,Low-High outlier,Not significant
S00662,unvisited,1,303778.72993074823,1207001.5128447392,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,55,0.03876265325511059,1,0.46,0.6992469687300574,False,False,0.9454545454545457,Not significant,Not significant
S00663,unvisited,1,302558.7415564708,1208706.9834113154,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,61,0.026650835788202615,1,0.611,0.8067638580931265,False,False,0.9344262295081974,Not significant,Not significant
S00664,unvisited,1,304140.5378830887,1206490.8278635542,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,51,0.03406426937287599,1,0.508,0.729944611679711,False,False,0.941176470588236,Not significant,Not significant
S00665,unvisited,1,299103.64679489564,1208101.2336084542,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,42,0.020220816862720634,1,0.761,0.8982666005946481,False,False,0.9285714285714293,Not significant,Not significant
S00666,unvisited,1,323823.34339283383,1210227.185659232,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,91,0.07452974594102246,1,0.092,0.47220264317180616,False,False,0.9780219780219765,Not significant,Not significant
S00667,unvisited,1,316783.5258896352,1201114.286204609,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,34,0.06636565856323848,1,0.246,0.5260071813285457,False,False,0.9705882352941178,Not significant,Not significant
S00668,unvisited,1,328700.2630908203,1212681.7360374597,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,102,0.05559852883311776,1,0.152,0.48402709359605917,False,False,0.9607843137254889,Not significant,Not significant
S00669,unvisited,1,328945.3377485139,1210941.2025862592,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,95,0.07554605338576259,1,0.067,0.47220264317180616,False,False,0.9789473684210537,Not significant,Not significant
S00670,unvisited,1,303615.3975309511,1207278.601538734,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,56,0.03983237458544065,1,0.397,0.6503810178817057,False,False,0.9464285714285724,Not significant,Not significant
S00671,unvisited,1,301267.2792007682,1205978.289040675,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,45,0.025450565588779298,1,0.632,0.8176822125813449,False,False,0.9333333333333337,Not significant,Not significant
S00672,unvisited,1,316624.0669550365,1200255.0069037445,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,36,0.03765331261624961,1,0.626,0.8160916530278233,False,False,0.9444444444444448,Not significant,Not significant
S00673,unvisited,1,327617.67746277957,1209758.9290931048,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,91,0.07452974594102246,1,0.098,0.47220264317180616,False,False,0.9780219780219765,Not significant,Not significant
S00674,unvisited,1,303069.68264663476,1208901.6187613434,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,64,0.01286648271670059,1,0.843,0.944064880112835,False,False,0.921875,Not significant,Not significant
S00675,unvisited,1,326492.72521616216,1209518.1610491509,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,93,0.07504882770043253,1,0.088,0.47220264317180616,False,False,0.9784946236559133,Not significant,Not significant
S00676,unvisited,1,325606.8507561604,1205825.2585664953,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,91,0.07452974594102246,1,0.085,0.47220264317180616,False,False,0.9780219780219765,Not significant,Not significant
S00677,unvisited,1,321443.9523030853,1200545.1345336123,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,50,0.09866704775360088,1,0.128,0.47220264317180616,False,False,1.0000000000000004,Not significant,Not significant
S00678,unvisited,1,329800.0093085754,1211920.442926533,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,103,0.05601666979351067,1,0.136,0.47292262773722626,False,False,0.961165048543689,Not significant,Not significant
S00679,unvisited,1,305157.5339258759,1208030.567301755,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,64,0.030026595724080705,1,0.474,0.7074360902255639,False,False,0.9375,Not significant,Not significant
S00680,unvisited,1,317543.29413315235,1200627.8169313904,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,36,0.03765331261624961,1,0.639,0.819654281098546,False,False,0.9444444444444448,Not significant,Not significant
S00681,unvisited,1,323412.5804214668,1210312.0119457236,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,91,0.07452974594102246,1,0.092,0.47220264317180616,False,False,0.9780219780219765,Not significant,Not significant
S00682,unvisited,1,314314.68398789054,1210545.7352360317,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,34,-0.030538509007849,4,0.733,0.8857082066869301,False,False,0.8823529411764707,Not significant,Not significant
S00683,unvisited,1,317353.75509068125,1201335.3672063749,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,32,0.09866704775360102,1,0.173,0.4841673913043478,False,False,1.0,Not significant,Not significant
S00684,unvisited,1,327738.22947813297,1209211.8753392303,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,90,0.07426155369866055,1,0.097,0.47220264317180616,False,False,0.9777777777777763,Not significant,Not significant
S00685,unvisited,1,321321.56219575193,1200802.639530212,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,47,0.098667047753601,1,0.089,0.47220264317180616,False,False,1.0000000000000004,Not significant,Not significant
S00686,unvisited,1,328186.2718613692,1210488.6560325176,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,92,0.0747921079172463,1,0.086,0.47220264317180616,False,False,0.9782608695652192,Not significant,Not significant
S00687,unvisited,1,321551.88562127284,1202094.7088266471,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,52,0.09866704775360095,1,0.093,0.47220264317180616,False,False,1.0000000000000009,Not significant,Not significant
S00688,unvisited,1,329859.62602660723,1211527.9072766239,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,101,0.06604584282868033,1,0.096,0.47220264317180616,False,False,0.9702970297029709,Not significant,Not significant
S00689,unvisited,1,317358.00985298096,1199601.9793620396,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,39,0.04234667685758429,1,0.508,0.729944611679711,False,False,0.9487179487179492,Not significant,Not significant
S00690,unvisited,1,319492.7632493748,1201614.485139448,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,42,0.09866704775360104,1,0.12,0.47220264317180616,False,False,1.0000000000000007,Not significant,Not significant
S00692,unvisited,1,301430.944365752,1208743.173549797,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,53,0.015780464170784006,1,0.809,0.9215868005738882,False,False,0.9245283018867924,Not significant,Not significant
S00693,unvisited,1,329669.5225041506,1211712.3941110717,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,103,0.05601666979351067,1,0.132,0.47220264317180616,False,False,0.961165048543689,Not significant,Not significant
S00694,unvisited,1,320646.77479309094,1200672.429731937,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,48,0.09866704775360102,1,0.095,0.47220264317180616,False,False,1.0000000000000007,Not significant,Not significant
S00695,unvisited,1,320247.2060933657,1204158.5305594692,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,58,0.09866704775360108,1,0.078,0.47220264317180616,False,False,1.0000000000000007,Not significant,Not significant
S00696,unvisited,1,327816.39594770095,1213020.2881450504,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,100,0.05473715845470789,1,0.156,0.48402709359605917,False,False,0.9600000000000006,Not significant,Not significant
S00697,unvisited,1,330075.89396927913,1211626.4513904273,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,103,0.05601666979351068,1,0.118,0.47220264317180616,False,False,0.961165048543689,Not significant,Not significant
S00698,unvisited,1,309076.6090013209,1208336.341769164,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,62,0.027812387594096103,1,0.533,0.7481473187978787,False,False,0.9354838709677412,Not significant,Not significant
S00699,unvisited,1,316386.6286086582,1196377.6388622422,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,40,-0.03861385630543959,4,0.615,0.8084602649006623,False,False,0.8750000000000004,Not significant,Not significant
S00700,unvisited,1,301301.59460641514,1207558.8159088963,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,50,0.010807269155815,1,0.957,1.0,False,False,0.9200000000000005,Not significant,Not significant
S00701,unvisited,1,327335.5023261337,1210020.4546583889,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,92,0.0747921079172463,1,0.082,0.47220264317180616,False,False,0.9782608695652192,Not significant,Not significant
S00702,unvisited,1,309548.94666099985,1203998.3670835728,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,52,0.035306630495582206,1,0.484,0.7134207920792078,False,False,0.9423076923076931,Not significant,Not significant
S00703,unvisited,1,328286.1039022832,1211670.1354143294,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,98,0.06504723451465239,1,0.111,0.47220264317180616,False,False,0.9693877551020417,Not significant,Not significant
S00704,unvisited,1,322632.41310672293,1201493.9251997848,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,58,0.09866704775360108,1,0.083,0.47220264317180616,False,False,1.0000000000000007,Not significant,Not significant
S00705,unvisited,1,303993.64141685946,1208710.27053553,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,67,0.016708299061636435,1,0.703,0.8698940259740259,False,False,0.9253731343283591,Not significant,Not significant
S00706,unvisited,1,309910.0559691291,1209926.5822782556,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,65,0.031082602678380998,1,0.453,0.6966081342801808,False,False,0.9384615384615369,Not significant,Not significant
S00707,unvisited,1,309754.2829766985,1203579.7043215958,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,51,0.03406426937287599,1,0.493,0.7200036787247088,False,False,0.941176470588236,Not significant,Not significant
S00708,unvisited,1,309318.94085425534,1196529.6751564406,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,41,-0.00847902370711366,4,0.895,0.9806301747930082,False,False,0.9024390243902444,Not significant,Not significant
S00709,unvisited,1,325731.56082672824,1211763.1963851224,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,91,0.07452974594102246,1,0.087,0.47220264317180616,False,False,0.9780219780219765,Not significant,Not significant
S00710,unvisited,1,320535.163726029,1205245.0937462084,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,64,0.09866704775360104,1,0.075,0.47220264317180616,False,False,1.0,Not significant,Not significant
S00711,unvisited,1,328466.28473837895,1212770.8915563866,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,100,0.05473715845470789,1,0.145,0.48034806629834254,False,False,0.9600000000000006,Not significant,Not significant
S00712,unvisited,1,329638.23148012045,1210839.8325635877,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,93,0.07504882770043253,1,0.091,0.47220264317180616,False,False,0.9784946236559133,Not significant,Not significant
S00713,unvisited,1,305475.5848263559,1209463.2606700738,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,69,0.019083914965751375,1,0.663,0.8355904761904762,False,False,0.9275362318840568,Not significant,Not significant
S00714,unvisited,1,328939.9341568776,1210279.1094444813,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,92,0.0747921079172463,1,0.092,0.47220264317180616,False,False,0.9782608695652192,Not significant,Not significant
S00715,unvisited,1,325929.8079935595,1206265.6776365961,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,91,0.07452974594102246,1,0.09,0.47220264317180616,False,False,0.9780219780219765,Not significant,Not significant
S00716,unvisited,1,324939.5252224313,1209349.163376792,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,93,0.07504882770043253,1,0.103,0.47220264317180616,False,False,0.9784946236559133,Not significant,Not significant
S00717,unvisited,1,307080.30794456677,1195658.8982174387,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,37,0.009619974850439484,1,0.931,0.9984880684376408,False,False,0.9189189189189182,Not significant,Not significant
S00718,unvisited,1,321196.598742331,1199462.7712938911,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,52,0.05642676958158845,1,0.294,0.5763851851851852,False,False,0.9615384615384623,Not significant,Not significant
S00719,unvisited,1,306328.7527545175,1209804.050062049,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,70,0.02022081686272061,1,0.656,0.8316083022884514,False,False,0.9285714285714272,Not significant,Not significant
S00720,unvisited,1,318400.35244149994,1209326.541929583,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,48,0.09866704775360102,1,0.121,0.47220264317180616,False,False,1.0000000000000007,Not significant,Not significant
S00721,unvisited,1,329070.9726546667,1210928.9364199447,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,94,0.07530008536057292,1,0.077,0.47220264317180616,False,False,0.9787234042553176,Not significant,Not significant
S00722,unvisited,1,327064.88382801105,1209295.5911800729,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,92,0.0747921079172463,1,0.092,0.47220264317180616,False,False,0.9782608695652192,Not significant,Not significant
S00724,unvisited,1,328244.3658782533,1213683.0509341396,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,103,0.05601666979351064,1,0.146,0.48034806629834254,False,False,0.961165048543689,Not significant,Not significant
S00725,unvisited,1,327202.90400700714,1212269.4590685212,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,96,0.05290674640058751,1,0.152,0.48402709359605917,False,False,0.958333333333332,Not significant,Not significant
S00726,unvisited,1,301472.85695595574,1207531.2364713093,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,51,0.012530009912634317,1,0.751,0.8926556886227546,False,False,0.921568627450981,Not significant,Not significant
S00727,unvisited,1,326920.26444070274,1212936.169173913,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,95,0.052425059017924165,1,0.167,0.4841673913043478,False,False,0.9578947368421062,Not significant,Not significant
S00728,unvisited,1,328880.0077592213,1210884.4661641335,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,92,0.0747921079172463,1,0.088,0.47220264317180616,False,False,0.9782608695652192,Not significant,Not significant
S00729,unvisited,1,308585.7179148714,1201994.0319728784,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,51,0.03406426937287599,1,0.479,0.7100049782202863,False,False,0.941176470588236,Not significant,Not significant
S00730,unvisited,1,301217.3997834987,1206265.662736412,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,46,0.0270422282445363,1,0.572,0.7794645308924485,False,False,0.9347826086956517,Not significant,Not significant
S00731,unvisited,1,319134.44046412106,1202915.2869772608,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,45,0.09866704775360108,1,0.092,0.47220264317180616,False,False,1.0000000000000004,Not significant,Not significant
S00732,unvisited,1,323514.6167808326,1212321.1070773012,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,87,0.07341998493814507,1,0.105,0.47220264317180616,False,False,0.9770114942528726,Not significant,Not significant
S00733,unvisited,1,302199.9345225923,1206514.5441243495,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,49,0.03142742127570349,1,0.635,0.8180475932936723,False,False,0.9387755102040823,Not significant,Not significant
S00734,unvisited,1,321180.9169000229,1205724.213861859,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,71,0.09866704775360087,1,0.057,0.47220264317180616,False,False,0.9999999999999991,Not significant,Not significant
S00735,visited,0,305594.44396487344,1208725.5855378564,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,68,-0.3450997009364258,2,0.035,0.47220264317180616,True,False,0.9411764705882337,Low-High outlier,Not significant
S00736,unvisited,1,309763.9670029189,1209786.6035473412,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,65,0.031082602678380988,1,0.522,0.7392413793103448,False,False,0.9384615384615369,Not significant,Not significant
S00737,unvisited,1,303856.3273800579,1209077.695858869,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,67,0.01670829906163644,1,0.689,0.8588163265306121,False,False,0.9253731343283591,Not significant,Not significant
S00738,unvisited,1,326217.81639327295,1212772.1830889669,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,97,0.053378502084639144,1,0.17,0.4841673913043478,False,False,0.9587628865979368,Not significant,Not significant
S00739,unvisited,1,302755.16547570867,1207456.5197127254,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,56,0.020220816862720627,1,0.574,0.7804041095890409,False,False,0.9285714285714295,Not significant,Not significant
S00740,unvisited,1,304385.810892476,1207939.3274324518,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,62,0.010098722554219924,1,0.703,0.8698940259740259,False,False,0.9193548387096767,Not significant,Not significant
S00741,unvisited,1,299622.8377409175,1208225.7436353555,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,43,0.02204514781367133,1,0.809,0.9215868005738882,False,False,0.9302325581395354,Not significant,Not significant
S00743,unvisited,1,318223.1453830722,1202458.2224842762,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,38,0.09866704775360097,1,0.182,0.4841673913043478,False,False,0.9999999999999992,Not significant,Not significant
S00744,visited,0,328106.6701806581,1212200.903596833,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,100,-0.665795137989751,2,0.004,0.1797735849056604,True,False,0.9700000000000006,Low-High outlier,Not significant
S00745,unvisited,1,307874.0960498473,1204577.6252330085,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,48,0.03002659572408065,1,0.576,0.7817846153846153,False,False,0.9375000000000006,Not significant,Not significant
S00746,unvisited,1,306002.47633005737,1206665.370696294,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,59,0.024209608263951833,1,0.588,0.7922036199095023,False,False,0.9322033898305075,Not significant,Not significant
S00747,unvisited,1,323928.83036729204,1208568.8499927483,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,93,0.07504882770043253,1,0.09,0.47220264317180616,False,False,0.9784946236559133,Not significant,Not significant
S00748,visited,0,308855.42589319515,1210238.3259045773,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,66,-0.49384526543240276,2,0.028,0.47220264317180616,True,False,0.9545454545454538,Low-High outlier,Not significant
S00749,unvisited,1,300109.2853052546,1207221.625442007,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,43,0.04758578112698123,1,0.365,0.6210214285714285,False,False,0.9534883720930238,Not significant,Not significant
S00750,unvisited,1,314946.0265816358,1207164.5573085367,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,35,0.03591006304089669,1,0.547,0.7610712616822431,False,False,0.9428571428571431,Not significant,Not significant
S00751,unvisited,1,303173.2229543339,1209398.3711215171,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,65,0.014186491409575985,1,0.826,0.9333643263757115,False,False,0.9230769230769216,Not significant,Not significant
S00752,unvisited,1,327032.17423559655,1213100.3935115659,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,95,0.052425059017924165,1,0.176,0.4841673913043478,False,False,0.9578947368421062,Not significant,Not significant
S00754,unvisited,1,328995.5612337648,1211204.197587204,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,96,0.06434682173884096,1,0.114,0.47220264317180616,False,False,0.9687499999999987,Not significant,Not significant
S00755,unvisited,1,316954.219645069,1207154.1511169754,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,41,0.0718805298884224,1,0.203,0.4969640287769785,False,False,0.9756097560975615,Not significant,Not significant
S00756,unvisited,1,326957.6932802127,1209741.257906116,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,92,0.0747921079172463,1,0.093,0.47220264317180616,False,False,0.9782608695652192,Not significant,Not significant
S00757,unvisited,1,328034.26548707613,1213404.41085454,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,101,0.05517210785370684,1,0.13,0.47220264317180616,False,False,0.960396039603961,Not significant,Not significant
S00758,unvisited,1,302038.17386671214,1206650.9173571726,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,49,0.03142742127570349,1,0.635,0.8180475932936723,False,False,0.9387755102040823,Not significant,Not significant
S00759,unvisited,1,326752.05374732334,1213288.5823190035,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,95,0.052425059017924165,1,0.182,0.4841673913043478,False,False,0.9578947368421062,Not significant,Not significant
S00761,unvisited,1,327470.7339490395,1213695.2872096596,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,100,0.05473715845470789,1,0.153,0.48402709359605917,False,False,0.9600000000000006,Not significant,Not significant
S00762,unvisited,1,320256.7530109057,1198182.2655967064,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,47,0.051933122967544584,1,0.342,0.5994437086092717,False,False,0.9574468085106387,Not significant,Not significant
S00763,unvisited,1,327928.25635082135,1208570.882881383,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,91,0.07452974594102246,1,0.091,0.47220264317180616,False,False,0.9780219780219765,Not significant,Not significant
S00764,unvisited,1,307498.2836013864,1207467.2717969902,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,63,0.028937064739485117,1,0.554,0.7650017391304349,False,False,0.936507936507935,Not significant,Not significant
S00765,unvisited,1,304283.36072995747,1206071.933803957,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,49,0.03142742127570349,1,0.64,0.8204951560818085,False,False,0.9387755102040823,Not significant,Not significant
S00766,unvisited,1,302755.09498584864,1207004.948572563,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,51,0.03406426937287599,1,0.487,0.7169555006180469,False,False,0.941176470588236,Not significant,Not significant
S00767,unvisited,1,302675.6254310014,1206145.8659106325,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,47,0.02856616057451642,1,0.515,0.7336901913875599,False,False,0.9361702127659578,Not significant,Not significant
S00768,unvisited,1,302309.782855336,1207350.6572372778,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,54,0.017315400903799124,1,0.784,0.9114143484626648,False,False,0.9259259259259249,Not significant,Not significant
S00769,unvisited,1,324527.2156152538,1212327.5286609514,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,87,0.07341998493814507,1,0.109,0.47220264317180616,False,False,0.9770114942528726,Not significant,Not significant
S00770,unvisited,1,326549.8247950983,1208756.29240104,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,91,0.07452974594102246,1,0.088,0.47220264317180616,False,False,0.9780219780219765,Not significant,Not significant
S00771,unvisited,1,330008.9449966029,1212948.6010149159,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,108,0.05799122432869998,1,0.139,0.474352435530086,False,False,0.9629629629629645,Not significant,Not significant
S00772,unvisited,1,326666.5106279226,1209910.364983647,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,92,0.0747921079172463,1,0.093,0.47220264317180616,False,False,0.9782608695652192,Not significant,Not significant
S00773,unvisited,1,325009.0623891201,1211308.534549215,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,91,0.07452974594102246,1,0.08,0.47220264317180616,False,False,0.9780219780219765,Not significant,Not significant
S00774,unvisited,1,324379.1263583379,1208451.9666125998,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,94,0.07530008536057292,1,0.082,0.47220264317180616,False,False,0.9787234042553176,Not significant,Not significant
S00775,unvisited,1,317524.5061182595,1200870.2812078511,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,35,0.06728855539724882,1,0.305,0.581208,False,False,0.9714285714285716,Not significant,Not significant
S00776,unvisited,1,324643.16034395073,1211871.734769328,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,90,0.07426155369866055,1,0.102,0.47220264317180616,False,False,0.9777777777777763,Not significant,Not significant
S00777,unvisited,1,330249.43163016613,1212362.3368691984,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,107,0.05761107644622445,1,0.122,0.47220264317180616,False,False,0.9626168224299065,Not significant,Not significant
S00778,unvisited,1,329640.23990456306,1211270.542648981,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,99,0.0653868285877729,1,0.12,0.47220264317180616,False,False,0.9696969696969678,Not significant,Not significant
S00779,unvisited,1,328353.8268913181,1213212.4884083983,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,102,0.05559852883311776,1,0.131,0.47220264317180616,False,False,0.9607843137254889,Not significant,Not significant
