name,label,settlement_type,ward_code,ward_name,lga_code,lga_name,state_code,state_name,longitude,latitude,target_population_under5
S00429,Sutsiri,Urban block,W006,Okradu,LGA01,Idi-Oro,BAN,Bansara,7.269783,11.235178,446.0
S00417,Sutsiwa,Hamlet,W006,Okradu,LGA01,Idi-Oro,BAN,Bansara,7.264103,11.224658,27.0
S00456,Talaru,Urban block,W006,Okradu,LGA01,Idi-Oro,BAN,Bansara,7.220864,11.149342,490.0
S00489,Tangoma,Village,W006,Okradu,LGA01,Idi-Oro,BAN,Bansara,7.281102,11.319066,121.0
S00525,Tayona,Village,W006,Okradu,LGA01,Idi-Oro,BAN,Bansara,7.187271,11.302059,180.0
S00423,Umdemi-Tudun,Village,W006,Okradu,LGA01,Idi-Oro,BAN,Bansara,7.261236,11.213228,192.0
S00422,Umlami,Urban block,W006,Okradu,LGA01,Idi-Oro,BAN,Bansara,7.28246,11.216829,508.0
S00524,Umnana-Tudun,Hamlet,W006,Okradu,LGA01,Idi-Oro,BAN,Bansara,7.285734,11.175768,19.0
S00510,Umtima,Hamlet,W006,Okradu,LGA01,Idi-Oro,BAN,Bansara,7.276508,11.223293,34.0
S00455,Umwana,Village,W006,Okradu,LGA01,Idi-Oro,BAN,Bansara,7.185266,11.299753,140.0
S00502,Uzwata-Yamma,Urban block,W006,Okradu,LGA01,Idi-Oro,BAN,Bansara,7.260874,11.254645,147.0
S00532,Wabeyi,Urban block,W006,Okradu,LGA01,Idi-Oro,BAN,Bansara,7.105729,11.283697,1380.0
S00473,Waduru,Hamlet,W006,Okradu,LGA01,Idi-Oro,BAN,Bansara,7.248337,11.218998,72.0
S00464,Waludu,Settlement,W006,Okradu,LGA01,Idi-Oro,BAN,Bansara,7.145078,11.312107,61.0
S00461,Wasawa,Village,W006,Okradu,LGA01,Idi-Oro,BAN,Bansara,7.233932,11.216896,72.0
S00465,Washata,Hamlet,W006,Okradu,LGA01,Idi-Oro,BAN,Bansara,7.196242,11.275026,30.0
S00410,Watsija,Village,W006,Okradu,LGA01,Idi-Oro,BAN,Bansara,7.282484,11.22323,60.0
S00462,Wayoni,Urban block,W006,Okradu,LGA01,Idi-Oro,BAN,Bansara,7.260268,11.354922,489.0
S00415,Yedeja-Arewa,Urban block,W006,Okradu,LGA01,Idi-Oro,BAN,Bansara,7.264991,11.22375,432.0
S00515,Yeduri,Urban block,W006,Okradu,LGA01,Idi-Oro,BAN,Bansara,7.194654,11.265568,288.0
S00476,Yelaja,Settlement,W006,Okradu,LGA01,Idi-Oro,BAN,Bansara,7.228184,11.257199,129.0
S00519,Yeluta,Hamlet,W006,Okradu,LGA01,Idi-Oro,BAN,Bansara,7.260014,11.264416,45.0
S00531,Yengomi,Hamlet,W006,Okradu,LGA01,Idi-Oro,BAN,Bansara,7.204985,11.269194,31.0
S00421,Zadele-Gabas,Village,W006,Okradu,LGA01,Idi-Oro,BAN,Bansara,7.240745,11.173339,232.0
S00433,Zajiyi,Urban block,W006,Okradu,LGA01,Idi-Oro,BAN,Bansara,7.195377,11.206729,244.0
S00471,Zamari,Urban block,W006,Okradu,LGA01,Idi-Oro,BAN,Bansara,7.258859,11.241392,280.0
S00486,Zanaru,Urban block,W006,Okradu,LGA01,Idi-Oro,BAN,Bansara,7.15484,11.206267,325.0
S00475,Zarija,Hamlet,W006,Okradu,LGA01,Idi-Oro,BAN,Bansara,7.204768,11.355049,35.0
S00495,Zashashi,Village,W006,Okradu,LGA01,Idi-Oro,BAN,Bansara,7.249337,11.169122,247.0
S00449,Zayoru,Village,W006,Okradu,LGA01,Idi-Oro,BAN,Bansara,7.281459,11.18571,168.0
S00500,Zazana,Urban block,W006,Okradu,LGA01,Idi-Oro,BAN,Bansara,7.205802,11.22368,528.0
S00254,Adkomi,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.371775,11.105123,62.0
S00252,Admako,Settlement,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.428989,11.009129,69.0
S00278,Adnama,Hamlet,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.266009,11.110184,24.0
S00240,Adnashi,Hamlet,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.179679,10.987562,73.0
S00279,Adrana,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.207393,11.025773,251.0
S00255,Adsashi,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.430698,10.980203,103.0
S00284,Adtile,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.455408,11.031074,115.0
S00317,Agmami,Hamlet,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.36975,11.131212,77.0
S00326,Agmashi,Hamlet,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.461655,10.997521,28.0
S00318,Agtsiru,Urban block,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.227575,10.983273,545.0
S00250,Bajifa,Settlement,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.288481,11.12125,120.0
S00311,Bajimi,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.243281,10.997716,184.0
S00321,Bakota-Yamma,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.23939,11.121376,109.0
S00327,Bawawa-Kofar,Hamlet,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.435931,11.041793,15.0
S00271,Bishana,Settlement,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.226032,10.992225,165.0
S00293,Biwawo,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.429449,11.040967,163.0
S00272,Dalama,Hamlet,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.341194,11.036764,73.0
S00270,Damana,Hamlet,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.409874,11.121707,24.0
S00305,Darayi,Hamlet,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.265269,11.099681,9.0
S00237,Dashami-Kofar,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.427573,10.985128,127.0
S00281,Datiwo,Settlement,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.415138,11.004518,66.0
S00256,Datsisa,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.206036,10.99817,262.0
S00226,Dodemi,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.364403,10.981514,73.0
S00228,Doduja,Settlement,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.265373,11.079524,84.0
S00298,Dokori,Hamlet,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.443838,11.038858,21.0
S00269,Dolata-Kofar,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.458337,11.059705,168.0
S00287,Donadu-Gabas,Hamlet,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.411746,11.07906,35.0
S00264,Dozawa,Hamlet,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.290061,11.101094,53.0
S00223,Ekshafa,Urban block,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.416548,10.994777,270.0
S00235,Ekwawo,Urban block,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.272188,10.982645,422.0
S00277,Enbemi,Urban block,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.456256,11.004607,771.0
S00285,Enrishi-Tsakiya,Urban block,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.44522,11.015677,229.0
S00324,Ensayi,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.468999,11.066591,183.0
S00299,Enshawa,Urban block,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.209381,11.069743,431.0
S00230,Entile-Yamma,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.441295,11.038178,52.0
S00267,Entsini,Urban block,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.43514,11.006726,502.0
S00307,Fabako,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.266587,11.10548,133.0
S00282,Fazaba,Settlement,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.451318,10.990426,79.0
S00244,Gubeta,Urban block,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.237447,10.977413,370.0
S00306,Gudele,Settlement,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.409756,11.058639,68.0
S00280,Gulasa-Sabo,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.211033,10.972331,34.0
S00242,Gulushi,Settlement,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.403844,11.11196,103.0
S00224,Gusaru,Urban block,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.428424,10.99366,889.0
S00320,Gusawo,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.192477,11.027902,168.0
S00261,Guwani-Kofar,Urban block,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.214988,11.029589,945.0
S00221,Habefa,Hamlet,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.330549,10.965434,32.0
S00315,Ibnari,Settlement,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.469964,11.021616,59.0
S00288,Ibtsija,Settlement,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.381911,11.072577,59.0
S00266,Irbata,Urban block,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.438566,11.004266,720.0
S00227,Irduru,Hamlet,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.453766,11.006332,6.0
S00286,Jijita,Hamlet,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.366581,11.102769,74.0
S00304,Jilusa,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.254513,10.973781,88.0
S00239,Jimaja,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.229021,11.0078,206.0
S00276,Jinata,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.299211,11.062987,93.0
S00325,Kamadu,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.220152,10.969853,50.0
S00273,Kamata,Urban block,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.271782,11.003609,139.0
S00234,Karawa,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.415467,11.101245,71.0
S00310,Karitu,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.422673,10.983563,246.0
S00262,Kudewa-Kofar,Hamlet,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.250187,11.117289,48.0
S00292,Kukodu,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.20831,11.047314,277.0
S00323,Kulale,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.372969,11.122507,85.0
S00247,Lobadu,Settlement,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.210089,11.008765,81.0
S00259,Lobani-Tudun,Settlement,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.448475,10.998757,26.0
S00231,Lonaba,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.438777,11.028321,108.0
S00289,Lozawa,Settlement,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.22623,11.030926,96.0
S00316,Mabaru,Hamlet,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.253816,11.127691,52.0
S00249,Manadu,Hamlet,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.443855,11.009757,75.0
S00222,Nuduta,Hamlet,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.465561,11.015925,23.0
S00265,Okrina,Urban block,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.38623,10.971843,408.0
S00232,Olbawo,Urban block,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.21854,10.998028,343.0
S00238,Olkoshi,Urban block,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.438268,11.10261,131.0
S00300,Olluyi,Settlement,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.258265,10.990615,74.0
S00274,Olnaba-Sabo,Urban block,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.183011,10.997913,970.0
S00283,Olnata,Hamlet,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.247416,10.97444,24.0
S00290,Olnayi,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.377468,11.110334,47.0
S00319,Rikoshi,Urban block,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.449792,11.051997,757.0
S00312,Rilafa,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.223659,10.991164,188.0
S00291,Riluna,Hamlet,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.457975,11.029928,13.0
S00246,Rimafa-Kudu,Urban block,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.253182,10.981263,567.0
S00225,Rinaja,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.365768,11.096557,112.0
S00245,Ritsima-Tsakiya,Hamlet,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.422686,11.031244,87.0
S00263,Sabaru,Hamlet,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.366212,11.109088,60.0
S00248,Suderu,Hamlet,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.242758,11.04221,86.0
S00313,Suduwo,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.26032,10.979019,169.0
S00253,Sukosa,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.22908,11.066524,182.0
S00309,Sulade,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.226176,10.996478,95.0
S00243,Surifa,Settlement,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.389459,11.077727,61.0
S00251,Susama,Urban block,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.395988,11.100397,165.0
S00314,Suyoko,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.259548,11.12708,78.0
S00295,Tabewa-Tudun,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.420875,11.090051,239.0
S00260,Tadedu,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.435299,10.996173,25.0
S00229,Tajija,Hamlet,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.386991,11.087803,22.0
S00328,Tamami-Kofar,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.468283,11.034947,109.0
S00308,Umjiwa-Kudu,Hamlet,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.455776,11.03287,23.0
S00303,Umkoru,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.245708,11.10832,129.0
S00297,Umnata,Hamlet,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.217397,10.972632,61.0
S00241,Umnawo,Hamlet,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.241088,11.010484,36.0
S00296,Uzbata,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.245885,11.041682,102.0
S00268,Uzkowo,Urban block,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.239608,10.999979,378.0
S00294,Uzlako,Settlement,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.271927,10.976346,91.0
S00258,Uzmashi,Settlement,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.221958,10.991247,169.0
S00257,Uzyori,Urban block,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.217871,10.957419,403.0
S00275,Uzyosa-Kudu,Hamlet,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.198245,10.9876,12.0
S00233,Yengole-Gabas,Hamlet,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.250355,11.094596,
S00236,Yetija,Settlement,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.278567,11.106206,14.0
S00301,Yetsiwa,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.430603,10.99948,65.0
S00322,Yezaba,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.411106,11.036257,126.0
S00302,Zabayi-Yamma,Village,W003,Satita,LGA01,Idi-Oro,BAN,Bansara,7.21624,11.008435,261.0
S00694,Addudu,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.359225,10.857187,173.0
S00688,Adjiwo,Hamlet,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.442974,10.955766,6.0
S00663,Adlari-Kofar,Hamlet,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.193367,10.928889,26.0
S00764,Adshasa,Settlement,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.238616,10.917946,184.0
S00667,Adyole,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.323871,10.860991,58.0
S00683,Agbadu,Urban block,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.329075,10.863018,130.0
S00678,Aglama,Urban block,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.44241,10.959312,278.0
S00697,Agngoba,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.444948,10.956667,187.0
S00753,Agwama,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.313721,10.954666,88.0
S00733,Agzari,Urban block,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.190205,10.909051,523.0
S00728,Badesa,Urban block,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.434042,10.949903,729.0
S00714,Bajita,Hamlet,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.434619,10.944433,50.0
S00687,Batsisa,Hamlet,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.367433,10.870089,24.0
S00740,Bayomi,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.210121,10.922048,206.0
S00703,Bikota,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.428571,10.956978,146.0
S00702,Bilaba,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.257556,10.886695,134.0
S00776,Biluwo-Yamma,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.395232,10.958627,73.0
S00700,Birari,Hamlet,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.181931,10.918442,23.0
S00699,Biriko,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.32048,10.818151,80.0
S00741,Bitsiko,Urban block,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.166539,10.924379,476.0
S00705,Dajiwa,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.206492,10.928996,155.0
S00746,Daluru-Arewa,Hamlet,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.224977,10.910618,29.0
S00695,Darana,Hamlet,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.355398,10.888683,18.0
S00666,Datita,Hamlet,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.387812,10.94372,41.0
S00763,Dazako,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.425445,10.928942,293.0
S00684,Dobaja,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.423676,10.934728,91.0
S00713,Dojimi,Hamlet,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.220007,10.935882,20.0
S00710,Ekluyi-Kofar,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.357978,10.89852,45.0
S00762,Enduta,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.355781,10.834656,32.0
S00786,Enkoru-Yamma,Hamlet,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.418616,10.953641,76.0
S00664,Enlaru,Urban block,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.207956,10.908941,180.0
S00748,Enngoko,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.250883,10.943067,37.0
S00725,Entita,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.418632,10.962345,129.0
S00719,Entsima,Hamlet,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.227793,10.939008,50.0
S00676,Entsina-Kofar,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.404341,10.90401,56.0
S00745,Enyoba,Hamlet,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.242207,10.891844,33.0
S00686,Enyosa,Hamlet,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.427714,10.946292,37.0
S00775,Fabawo,Hamlet,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.33066,10.858822,50.0
S00706,Faduwa,Urban block,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.260547,10.940304,643.0
S00701,Fajile,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.419953,10.942019,236.0
S00677,Falushi,Hamlet,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.366522,10.856075,34.0
S00744,Famatu,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.426904,10.961768,192.0
S00674,Fasaru,Urban block,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.19803,10.930676,744.0
S00736,Fashaba,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.259218,10.939031,178.0
S00685,Fazaja-Sabo,Settlement,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.36539,10.858397,56.0
S00712,Gulako,Urban block,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.440981,10.949535,463.0
S00679,Gulawa-Tudun,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.217175,10.922914,120.0
S00668,Gunatu-Gabas,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.432312,10.966143,93.0
S00680,Gurata,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.330844,10.856631,124.0
S00784,Hababa,Hamlet,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.220192,10.912078,29.0
S00739,Hakoko,Settlement,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.195232,10.917596,63.0
S00767,Halule,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.194576,10.905744,79.0
S00729,Hamata,Settlement,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.248852,10.868526,36.0
S00672,Hangodu-Kudu,Urban block,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.322456,10.853215,387.0
S00698,Hasani,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.253007,10.925885,85.0
S00721,Ibdema,Urban block,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.435787,10.950314,686.0
S00754,Ibduja,Urban block,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.435084,10.952799,254.0
S00757,Ibkodu,Hamlet,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.426184,10.972645,13.0
S00722,Irjitu-Kofar,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.417512,10.935453,160.0
S00696,Irngosa,Hamlet,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.424209,10.969162,59.0
S00772,Irrako,Settlement,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.413838,10.940992,75.0
S00665,Irsale,Hamlet,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.161797,10.923225,41.0
S00723,Irtsiru,Settlement,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.43685,10.964865,106.0
S00682,Irzari,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.300808,10.946128,113.0
S00662,Jibena,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.204619,10.913538,166.0
S00681,Jimadu,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.38405,10.944467,109.0
S00752,Jitile,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.41703,10.969849,173.0
S00720,Jiwale,Hamlet,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.338246,10.935312,29.0
S00779,Katsimi,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.429117,10.970925,103.0
S00673,Kawaja,Urban block,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.422547,10.939668,136.0
S00709,Kayomi,Hamlet,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.405195,10.957698,25.0
S00692,Kurana,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.183049,10.929155,71.0
S00751,Kusayi,Urban block,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.19895,10.935172,346.0
S00769,Kushata,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.394149,10.962742,93.0
S00755,Kutsile,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.325127,10.915601,253.0
S00691,Kuwashi,Hamlet,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.296419,10.952955,31.0
S00765,Lomashi,Hamlet,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.209285,10.905162,38.0
S00670,Lotsina,Hamlet,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.20311,10.916034,31.0
S00785,Makowo-Kofar,Settlement,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.414008,10.961798,169.0
S00737,Maludu,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.205216,10.93231,56.0
S00773,Mashadu,Urban block,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.398607,10.953553,752.0
S00671,Mazatu,Urban block,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.181704,10.904153,483.0
S00787,Nudede,Urban block,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.428279,10.943432,474.0
S00690,Nulade-Sabo,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.348624,10.865647,45.0
S00717,Nurari,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.23542,10.811179,142.0
S00669,Nushafa,Urban block,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.434637,10.950419,1178.0
S00783,Nuyoko,Hamlet,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.381792,10.952522,8.0
S00738,Nuzashi,Hamlet,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.409595,10.966843,43.0
S00758,Oktsiyi,Hamlet,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.188718,10.910275,95.0
S00724,Okwale,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.428093,10.975174,99.0
S00750,Oldede-Yamma,Urban block,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.306757,10.915594,347.0
S00661,Oldema,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.22508,10.93345,123.0
S00760,Olluri,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.432979,10.962736,131.0
S00770,Olrari,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.412826,10.930553,50.0
S00780,Oltsini,Urban block,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.443641,10.948738,349.0
S00689,Olwatu,Urban block,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.329201,10.847348,158.0
S00771,Rideru,Village,W008,Umyosa,LGA01,Idi-Oro,BAN,Bansara,7.444273,10.968617,128.0
